,Attrition,Department,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Salary
3215,No,Research & Development,3,Human Resources,51260,18,18,1,4.0,1.0,3.0,3,3,medium
3216,No,Research & Development,2,Laboratory Technician,28590,18,5,1,3.0,3.0,3.0,3,3,low
3217,No,Sales,1,Sales Executive,102390,24,21,12,2.0,4.0,2.0,3,4,high
3218,No,Research & Development,5,Laboratory Technician,53290,20,2,2,1.0,1.0,3.0,4,4,medium
3219,No,Research & Development,2,Manufacturing Director,43250,14,9,1,4.0,1.0,2.0,2,3,low
3220,No,Research & Development,1,Manufacturing Director,72600,16,22,2,4.0,3.0,3.0,3,3,medium
3221,No,Sales,2,Research Scientist,23220,25,2,2,4.0,2.0,3.0,4,4,low
3222,Yes,Sales,3,Research Scientist,20750,18,7,3,1.0,2.0,3.0,2,3,low
3223,No,Research & Development,2,Research Scientist,41520,19,8,0,1.0,1.0,3.0,3,3,low
3224,No,Research & Development,3,Manager,96190,13,1,0,3.0,3.0,4.0,3,3,medium
3225,No,Research & Development,1,Research Scientist,135030,12,5,1,1.0,3.0,3.0,2,3,high
3226,No,Research & Development,1,Research Scientist,54410,22,22,11,4.0,3.0,2.0,2,4,medium
3227,No,Research & Development,2,Sales Executive,52090,14,8,7,3.0,4.0,2.0,3,3,medium
3228,No,Research & Development,1,Sales Executive,106730,13,1,0,3.0,3.0,3.0,3,3,high
3229,Yes,Research & Development,1,Sales Executive,50100,21,2,2,3.0,3.0,3.0,3,4,medium
3230,No,Research & Development,1,Laboratory Technician,135490,11,2,2,4.0,4.0,3.0,3,3,high
3231,No,Research & Development,2,Healthcare Representative,49990,12,5,4,2.0,3.0,3.0,4,3,low
3232,No,Sales,5,Sales Executive,42210,11,4,0,2.0,1.0,4.0,3,3,low
3233,No,Sales,4,Healthcare Representative,138720,12,8,3,3.0,2.0,1.0,2,3,high
3234,No,Research & Development,1,Manager,20420,12,10,1,3.0,4.0,2.0,3,3,low
3235,No,Sales,2,Research Scientist,20730,14,4,2,4.0,4.0,2.0,3,3,low
3236,No,Research & Development,1,Laboratory Technician,29560,13,7,0,4.0,1.0,1.0,3,3,low
3237,No,Sales,2,Manager,29260,15,2,2,4.0,2.0,3.0,2,3,low
3238,No,Research & Development,3,Laboratory Technician,48090,18,2,2,4.0,4.0,3.0,3,3,low
3239,No,Research & Development,1,Healthcare Representative,51630,18,1,0,4.0,1.0,4.0,3,3,medium
3240,No,Sales,2,Sales Executive,188440,19,10,4,1.0,4.0,3.0,1,3,high
3241,No,Sales,4,Laboratory Technician,181720,12,1,0,4.0,3.0,1.0,3,3,high
3242,No,Research & Development,3,Laboratory Technician,57440,19,0,0,2.0,1.0,3.0,2,3,medium
3243,No,Sales,3,Manager,28890,11,34,1,3.0,1.0,4.0,3,3,low
3244,Yes,Research & Development,3,Laboratory Technician,28710,17,10,7,4.0,4.0,2.0,3,3,low
3245,No,Research & Development,2,Research Scientist,74840,15,6,1,3.0,4.0,2.0,3,3,medium
3246,No,Sales,3,Healthcare Representative,60740,14,8,3,2.0,3.0,3.0,3,3,medium
3247,No,Research & Development,2,Research Scientist,173280,17,2,0,1.0,3.0,3.0,1,3,high
3248,Yes,Research & Development,1,Research Director,27740,13,5,1,2.0,3.0,3.0,3,3,low
3249,No,Research & Development,1,Research Scientist,45050,12,6,1,4.0,4.0,3.0,3,3,low
3250,Yes,Human Resources,4,Laboratory Technician,74280,12,5,1,4.0,1.0,3.0,3,3,medium
3251,No,Research & Development,5,Sales Executive,116310,18,10,0,1.0,1.0,3.0,1,3,high
3252,No,Research & Development,5,Sales Executive,97380,18,4,1,4.0,4.0,3.0,3,3,medium
3253,No,Research & Development,1,Manufacturing Director,28350,11,2,2,1.0,4.0,3.0,3,3,low
3254,No,Research & Development,3,Manufacturing Director,169590,14,8,1,2.0,3.0,2.0,3,3,high
3255,Yes,Research & Development,2,Laboratory Technician,26130,19,4,1,4.0,1.0,2.0,3,3,low
3256,No,Research & Development,2,Manufacturing Director,61460,12,4,1,2.0,4.0,3.0,3,3,medium
3257,No,Research & Development,2,Laboratory Technician,49630,15,5,1,4.0,1.0,3.0,3,3,low
3258,No,Research & Development,4,Research Scientist,195370,12,4,1,3.0,4.0,3.0,3,3,high
3259,No,Sales,2,Manufacturing Director,61720,11,5,4,4.0,1.0,2.0,3,3,medium
3260,No,Sales,2,Research Scientist,23680,11,15,4,1.0,1.0,3.0,3,3,low
3261,No,Sales,1,Sales Representative,103120,12,6,1,2.7236031927023947,1.0,3.0,3,3,high
3262,No,Research & Development,3,Manager,16750,16,3,0,1.0,4.0,2.0,2,3,low
3263,No,Research & Development,1,Laboratory Technician,25230,13,2,0,4.0,3.0,3.0,3,3,low
3264,No,Research & Development,2,Manufacturing Director,65670,13,8,3,3.0,2.0,3.0,4,3,medium
3265,No,Research & Development,3,Healthcare Representative,47390,24,3,1,3.0,1.0,3.0,3,4,low
3266,No,Research & Development,1,Manufacturing Director,92080,15,24,14,2.0,4.0,2.0,4,3,medium
3267,Yes,Sales,4,Manufacturing Director,45590,18,0,0,3.0,1.0,3.0,2,3,low
3268,No,Sales,1,Manufacturing Director,81890,14,1,0,3.0,2.0,3.0,3,3,medium
3269,No,Research & Development,2,Manufacturing Director,29420,11,5,1,4.0,3.0,3.0,2,3,low
3270,No,Research & Development,2,Sales Executive,49410,11,4,0,3.0,3.0,3.0,1,3,low
3271,Yes,Sales,4,Research Scientist,106500,13,1,0,2.0,1.0,3.0,4,3,high
3272,No,Research & Development,4,Manufacturing Director,59020,12,13,3,3.0,3.0,4.0,3,3,medium
3273,Yes,Research & Development,1,Human Resources,86390,16,3,0,1.0,1.0,3.0,2,3,medium
3274,No,Research & Development,2,Manager,63470,14,26,3,3.0,4.0,2.0,4,3,medium
3275,No,Sales,2,Sales Executive,42000,22,9,0,3.0,2.0,3.0,3,4,low
3276,No,Research & Development,1,Research Scientist,34520,11,10,0,3.0,3.0,3.0,2,3,low
3277,Yes,Research & Development,2,Research Scientist,43170,17,31,13,4.0,2.0,3.0,3,3,low
3278,No,Sales,1,Research Scientist,26320,13,2,2,4.0,3.0,3.0,4,3,low
3279,No,Sales,2,Laboratory Technician,46680,18,4,0,4.0,4.0,3.0,3,3,low
3280,Yes,Research & Development,2,Sales Executive,32040,16,2,2,3.0,3.0,2.0,2,3,low
3281,No,Research & Development,2,Healthcare Representative,27200,14,5,0,3.0,2.0,3.0,3,3,low
3282,No,Research & Development,2,Manufacturing Director,171810,14,14,6,3.0,3.0,3.0,2,3,high
3283,No,Sales,3,Manufacturing Director,22380,14,1,0,1.0,3.0,3.0,3,3,low
3284,No,Research & Development,2,Research Director,14830,13,0,0,3.0,4.0,2.0,3,3,low
3285,No,Research & Development,1,Research Director,56050,12,1,0,2.0,3.0,3.0,3,3,medium
3286,No,Research & Development,2,Sales Representative,72950,15,9,7,2.0,2.0,2.0,3,3,medium
3287,No,Sales,2,Research Scientist,23060,19,4,1,1.0,1.0,2.0,3,3,low
3288,No,Research & Development,3,Laboratory Technician,23480,14,5,1,3.0,4.0,3.0,3,3,low
3289,Yes,Sales,2,Healthcare Representative,89980,14,9,7,3.0,4.0,4.0,4,3,medium
3290,Yes,Human Resources,4,Manufacturing Director,43190,11,9,7,3.0,4.0,2.0,4,3,low
3291,No,Research & Development,2,Healthcare Representative,61320,13,4,1,2.0,1.0,3.0,2,3,medium
3292,No,Sales,2,Manager,33460,21,9,0,3.0,4.0,3.0,2,4,low
3293,No,Research & Development,1,Research Director,108550,13,8,1,3.0,3.0,4.0,3,3,high
3294,No,Sales,1,Sales Executive,22310,12,8,7,2.0,2.0,3.0,2,3,low
3295,No,Sales,4,Research Scientist,23230,17,3,0,3.0,2.728246013667426,1.0,3,3,low
3296,Yes,Research & Development,1,Sales Executive,20240,23,8,1,3.0,3.0,3.0,3,4,low
3297,No,Sales,1,Sales Executive,27130,11,0,0,4.0,4.0,2.0,3,3,low
3298,No,Sales,3,Research Scientist,94390,15,20,4,1.0,3.0,2.0,3,3,medium
3299,No,Sales,1,Sales Executive,25660,11,5,2,4.0,2.0,2.0,3,3,low
3300,No,Research & Development,1,Laboratory Technician,199260,11,4,0,1.0,1.0,2.0,4,3,high
3301,No,Research & Development,3,Laboratory Technician,24510,13,9,0,1.0,1.0,3.0,2,3,low
3302,No,Sales,2,Manager,94190,24,6,1,3.0,1.0,2.0,2,4,medium
3303,No,Sales,3,Manager,86860,13,18,4,2.0,4.0,2.0,3,3,medium
3304,No,Research & Development,4,Sales Executive,30380,20,5,0,2.0,4.0,2.0,3,4,low
3305,No,Research & Development,5,Sales Representative,30580,14,5,0,2.0,4.0,2.0,3,3,low
3306,No,Sales,4,Sales Executive,23250,18,5,0,1.0,4.0,3.0,4,3,low
3307,No,Research & Development,2,Healthcare Representative,20880,15,5,0,4.0,1.0,3.0,3,3,low
3308,No,Sales,1,Human Resources,30720,12,5,1,3.0,3.0,2.0,1,3,low
3309,No,Research & Development,2,Laboratory Technician,50060,16,9,0,3.0,4.0,3.0,3,3,medium
3310,No,Sales,4,Laboratory Technician,42570,15,1,0,4.0,3.0,3.0,3,3,low
3311,No,Research & Development,1,Healthcare Representative,25000,16,5,0,2.0,4.0,3.0,3,3,low
3312,No,Research & Development,1,Sales Representative,11020,19,2,2,4.0,4.0,1.0,2,3,low
3313,No,Research & Development,1,Laboratory Technician,104530,11,3,0,1.0,4.0,2.0,3,3,high
3314,No,Sales,2,Laboratory Technician,22880,16,2,2,2.0,4.0,3.0,2,3,low
3315,No,Research & Development,2,Research Scientist,39290,24,5,0,1.0,1.0,3.0,2,4,low
3316,No,Sales,1,Laboratory Technician,23110,11,5,0,3.0,1.0,3.0,3,3,low
3317,No,Research & Development,1,Healthcare Representative,31400,13,17,5,4.0,3.0,3.0,2,3,low
3318,Yes,Sales,1,Laboratory Technician,36900,13,10,7,4.0,2.0,2.0,4,3,low
3319,No,Research & Development,1,Sales Executive,44500,13,3,0,4.0,4.0,3.0,3,3,low
3320,No,Sales,4,Research Scientist,27560,12,5,0,3.0,1.0,4.0,3,3,low
3321,No,Sales,2,Sales Representative,190330,18,4,0,3.0,1.0,3.0,3,3,high
3322,No,Research & Development,2,Healthcare Representative,187220,22,5,3,1.0,4.0,2.0,3,4,high
3323,No,Research & Development,1,Research Scientist,95470,13,10,5,2.0,2.0,3.0,2,3,medium
3324,No,Sales,1,Sales Executive,137340,13,2,1,2.0,2.0,3.0,4,3,high
3325,No,Research & Development,2,Research Scientist,199990,23,5,1,3.0,4.0,2.0,3,4,high
3326,No,Research & Development,3,Sales Executive,22790,12,6,0,4.0,4.0,3.0,3,3,low
3327,Yes,Sales,3,Laboratory Technician,59160,12,3,0,2.0,3.0,3.0,3,3,medium
3328,No,Research & Development,1,Sales Representative,20890,16,2,2,1.0,4.0,3.0,2,3,low
3329,No,Research & Development,3,Healthcare Representative,167920,12,13,4,4.0,2.0,3.0,4,3,high
3330,No,Research & Development,3,Human Resources,35640,11,5,0,3.0,4.0,3.0,1,3,low
3331,No,Research & Development,1,Sales Executive,44250,22,12,3,4.0,4.0,3.0,4,4,low
3332,No,Research & Development,1,Laboratory Technician,52650,11,5,2,4.0,4.0,2.0,3,3,medium
3333,No,Sales,3,Research Director,65530,15,7,7,3.0,4.0,3.0,3,3,medium
3334,No,Research & Development,2,Research Scientist,62610,12,10,0,1.0,2.0,3.0,3,3,medium
3335,No,Research & Development,1,Laboratory Technician,42980,20,31,14,1.0,1.0,3.0,3,4,low
3336,No,Research & Development,3,Human Resources,68040,14,5,0,4.0,4.0,3.0,2,3,medium
3337,No,Sales,2,Manufacturing Director,38150,11,4,0,4.0,2.0,4.0,3,3,low
3338,Yes,Research & Development,1,Laboratory Technician,27410,15,1,0,1.0,4.0,1.0,2,3,low
3339,No,Research & Development,4,Healthcare Representative,66730,12,4,0,1.0,4.0,2.7614364135407135,4,3,medium
3340,No,Research & Development,2,Manufacturing Director,76390,14,8,7,2.0,1.0,3.0,3,3,medium
3341,No,Sales,1,Research Scientist,23280,11,4,0,1.0,4.0,3.0,3,3,low
3342,Yes,Sales,1,Sales Executive,21530,11,1,0,4.0,4.0,2.0,3,3,low
3343,No,Sales,2,Sales Executive,48760,16,1,0,1.0,2.0,4.0,3,3,low
3344,Yes,Research & Development,2,Sales Executive,93960,12,2,0,3.0,3.0,2.0,1,3,medium
3345,Yes,Research & Development,2,Sales Executive,104000,13,1,0,4.0,4.0,2.0,3,3,high
3346,No,Research & Development,1,Laboratory Technician,84740,14,16,4,3.0,4.0,2.0,3,3,medium
3347,No,Research & Development,2,Manufacturing Director,99810,21,3,1,4.0,4.0,2.0,3,4,medium
3348,Yes,Research & Development,1,Laboratory Technician,124900,13,3,0,2.0,3.0,4.0,3,3,high
3349,Yes,Research & Development,2,Sales Executive,26570,11,7,1,2.0,4.0,2.0,4,3,low
3350,No,Research & Development,3,Manager,135910,20,2,2,3.0,3.0,3.0,3,4,high
3351,Yes,Research & Development,4,Human Resources,66960,11,2,2,4.0,1.0,1.0,3,3,medium
3352,No,Research & Development,1,Research Scientist,20580,14,1,0,2.0,3.0,3.0,3,3,low
3353,No,Research & Development,2,Human Resources,88650,11,1,1,2.0,2.0,3.0,3,3,medium
3354,No,Sales,2,Human Resources,59400,16,5,0,3.0,3.0,3.0,2,3,medium
3355,No,Sales,1,Sales Executive,59140,16,3,0,3.0,1.0,3.0,3,3,medium
3356,No,Research & Development,1,Research Scientist,26220,23,6,0,3.0,2.0,3.0,3,4,low
3357,No,Sales,1,Sales Representative,121850,14,7,5,2.0,3.0,4.0,3,3,high
3358,No,Research & Development,3,Healthcare Representative,106090,22,10,0,4.0,4.0,1.0,3,4,high
3359,No,Research & Development,2,Sales Executive,43450,15,26,1,1.0,2.0,2.0,2,3,low
3360,No,Research & Development,1,Research Scientist,21770,18,0,0,4.0,3.0,2.0,3,3,low
3361,No,Research & Development,2,Sales Executive,27930,16,9,0,4.0,3.0,2.0,3,3,low
3362,No,Human Resources,1,Sales Executive,79180,12,6,0,2.0,4.0,3.0,2,3,medium
3363,No,Sales,2,Sales Executive,87890,11,15,5,4.0,1.0,3.0,3,3,medium
3364,No,Sales,1,Laboratory Technician,23890,12,3,0,3.0,2.0,3.0,2,3,low
3365,Yes,Research & Development,1,Sales Executive,32120,15,1,0,3.0,2.0,3.0,2,3,low
3366,No,Research & Development,2,Research Scientist,192320,14,1,0,1.0,2.0,2.0,3,3,high
3367,No,Sales,2,Healthcare Representative,22670,19,7,0,3.0,1.0,3.0,2,3,low
3368,No,Research & Development,1,Research Scientist,195170,13,18,2,4.0,1.0,3.0,3,3,high
3369,No,Research & Development,2,Healthcare Representative,24360,13,11,3,3.0,3.0,3.0,1,3,low
3370,Yes,Research & Development,2,Research Scientist,160640,15,1,0,4.0,2.0,4.0,3,3,high
3371,Yes,Research & Development,3,Laboratory Technician,27070,11,1,0,1.0,1.0,3.0,3,3,low
3372,No,Research & Development,4,Research Director,190680,12,9,8,4.0,4.0,1.0,3,3,high
3373,No,Sales,1,Research Scientist,39310,19,1,0,4.0,2.0,3.0,2,3,low
3374,No,Research & Development,4,Laboratory Technician,37300,25,8,6,3.0,1.0,4.0,3,4,low
3375,Yes,Research & Development,3,Sales Executive,22320,12,16,3,3.0,4.0,3.0,3,3,low
3376,No,Research & Development,4,Manufacturing Director,44650,13,5,1,2.0,4.0,3.0,3,3,low
3377,Yes,Sales,3,Human Resources,30720,14,14,11,1.0,3.0,1.0,2,3,low
3378,No,Research & Development,2,Sales Executive,33190,12,9,0,3.0,2.0,2.0,3,3,low
3379,No,Research & Development,1,Sales Representative,192020,12,3,0,3.0,4.0,3.0,3,3,high
3380,No,Human Resources,3,Laboratory Technician,136750,15,5,1,3.0,3.0,3.0,2,3,high
3381,No,Research & Development,1,Laboratory Technician,29110,17,9,7,4.0,4.0,2.0,3,3,low
3382,Yes,Sales,4,Sales Executive,59570,14,1,0,4.0,3.0,3.0,1,3,medium
3383,No,Research & Development,1,Manager,39200,16,17,15,3.0,3.0,4.0,3,3,low
3384,No,Sales,1,Sales Executive,64340,14,8,7,3.0,3.0,4.0,2,3,medium
3385,No,Sales,2,Research Director,100480,23,5,1,3.0,4.0,3.0,3,4,high
3386,No,Sales,2,Healthcare Representative,109380,14,10,0,4.0,4.0,3.0,1,3,high
3387,No,Sales,2,Research Scientist,23400,11,8,0,2.7236031927023947,3.0,3.0,2,3,low
3388,Yes,Research & Development,1,Human Resources,65450,15,1,0,2.0,2.0,2.0,3,3,medium
3389,No,Research & Development,3,Sales Executive,69310,11,19,2,3.0,3.0,4.0,3,3,medium
3390,No,Sales,2,Research Scientist,48980,13,7,0,1.0,4.0,3.0,3,3,low
3391,Yes,Research & Development,2,Research Scientist,25930,21,3,1,3.0,1.0,3.0,3,4,low
3392,No,Sales,4,Research Director,194360,19,10,6,4.0,3.0,3.0,3,3,high
3393,Yes,Human Resources,1,Sales Executive,27230,11,0,0,4.0,1.0,3.0,2,3,low
3394,No,Research & Development,2,Laboratory Technician,34790,12,3,0,2.0,4.0,3.0,3,3,low
3395,No,Research & Development,3,Healthcare Representative,27940,19,5,0,4.0,4.0,3.0,3,3,low
3396,No,Sales,1,Manufacturing Director,52490,21,5,1,4.0,4.0,2.0,2,4,medium
3397,No,Sales,2,Human Resources,21760,14,6,1,3.0,2.0,3.0,2,3,low
3398,No,Sales,1,Laboratory Technician,168720,15,18,0,1.0,3.0,4.0,3,3,high
3399,No,Research & Development,2,Manufacturing Director,34850,17,2,2,3.0,2.0,3.0,3,3,low
3400,No,Sales,1,Sales Executive,66440,12,9,0,4.0,1.0,3.0,4,3,medium
3401,No,Sales,2,Research Scientist,55820,16,9,0,4.0,4.0,3.0,3,3,medium
3402,Yes,Sales,2,Healthcare Representative,40000,12,5,0,1.0,3.0,3.0,2,3,low
3403,No,Research & Development,2,Sales Executive,134960,18,12,1,4.0,3.0,3.0,3,3,high
3404,No,Research & Development,1,Manufacturing Director,32100,17,2,0,3.0,3.0,2.0,2,3,low
3405,No,Research & Development,3,Human Resources,190450,11,8,0,4.0,3.0,3.0,3,3,high
3406,No,Sales,1,Healthcare Representative,118490,16,4,3,4.0,3.0,3.0,3,3,high
3407,Yes,Sales,3,Healthcare Representative,20700,13,4,0,3.0,2.0,1.0,2,3,low
3408,No,Research & Development,2,Sales Executive,65020,12,4,0,3.0,1.0,3.0,3,3,medium
3409,No,Sales,2,Manager,32300,12,0,0,2.0,4.0,3.0,3,3,low
3410,No,Sales,1,Laboratory Technician,136030,13,10,0,3.0,3.0,3.0,3,3,high
3411,No,Research & Development,1,Manufacturing Director,119960,19,16,10,3.0,3.0,2.0,3,3,high
3412,No,Research & Development,5,Healthcare Representative,56050,12,8,1,2.0,1.0,2.0,2,3,medium
3413,Yes,Research & Development,2,Research Scientist,63970,17,1,0,4.0,1.0,3.0,3,3,medium
3414,Yes,Research & Development,1,Sales Executive,191440,11,3,1,2.0,2.0,3.0,3,3,high
3415,No,Sales,2,Research Scientist,175840,20,8,1,4.0,4.0,3.0,3,4,high
3416,No,Research & Development,2,Sales Representative,49070,21,4,1,2.0,1.0,2.0,3,4,low
3417,No,Human Resources,2,Sales Executive,45540,11,2,2,1.0,3.0,3.0,3,3,low
3418,No,Sales,1,Research Director,54150,11,15,4,3.0,3.0,3.0,3,3,medium
3419,No,Research & Development,2,Research Scientist,47410,16,2,2,4.0,3.0,3.0,3,3,low
3420,No,Sales,3,Human Resources,21150,18,21,11,4.0,4.0,3.0,4,3,low
3421,No,Research & Development,2,Human Resources,31610,13,3,2,1.0,4.0,3.0,3,3,low
3422,No,Sales,5,Sales Executive,57450,17,3,1,2.0,4.0,2.0,3,3,medium
3423,No,Research & Development,1,Research Scientist,23730,14,1,0,4.0,3.0,4.0,4,3,low
3424,No,Sales,2,Sales Executive,33100,22,1,0,1.0,4.0,3.0,4,4,low
3425,No,Research & Development,5,Laboratory Technician,186650,12,5,4,3.0,4.0,3.0,2,3,high
3426,Yes,Sales,2,Laboratory Technician,44850,11,1,0,1.0,2.0,1.0,4,3,low
3427,No,Research & Development,2,Sales Executive,27890,13,8,6,3.0,2.0,3.0,2,3,low
3428,No,Research & Development,2,Research Scientist,58280,13,21,5,2.0,3.0,3.0,3,3,medium
3429,No,Research & Development,1,Laboratory Technician,23260,14,1,0,2.0,4.0,3.0,4,3,low
3430,Yes,Research & Development,1,Manufacturing Director,135250,17,2,2,2.0,1.0,3.0,2,3,high
3431,Yes,Research & Development,4,Human Resources,14200,13,32,6,1.0,4.0,3.0,4,3,low
3432,No,Research & Development,1,Healthcare Representative,80200,11,12,11,4.0,4.0,3.0,3,3,medium
3433,No,Human Resources,1,Laboratory Technician,36880,11,18,0,4.0,3.0,3.0,2,3,low
3434,Yes,Sales,4,Sales Executive,54820,18,17,15,3.0,1.0,3.0,3,3,medium
3435,No,Sales,1,Sales Executive,160150,11,21,2,4.0,1.0,3.0,4,3,high
3436,No,Sales,5,Sales Representative,12000,11,2,2,2.0,4.0,2.0,3,3,low
3437,No,Research & Development,1,Human Resources,56610,12,9,1,4.0,4.0,4.0,2,3,medium
3438,No,Research & Development,2,Manager,69290,20,8,7,4.0,3.0,3.0,1,4,medium
3439,No,Sales,2,Research Director,96130,12,15,0,2.0,4.0,2.0,2,3,medium
3440,No,Research & Development,2,Research Scientist,56740,12,6,0,2.0,4.0,1.0,3,3,medium
3441,No,Research & Development,2,Sales Executive,54840,20,6,0,2.0,2.0,3.0,3,4,medium
3442,No,Sales,2,Research Scientist,120610,20,15,6,3.0,2.0,3.0,4,4,high
3443,Yes,Research & Development,1,Research Scientist,56600,12,1,0,1.0,3.0,2.0,3,3,medium
3444,Yes,Sales,2,Research Scientist,48210,14,3,1,1.0,1.0,3.0,3,3,low
3445,No,Research & Development,1,Sales Representative,64100,13,1,0,3.0,3.0,3.0,2,3,medium
3446,No,Research & Development,2,Sales Representative,52100,15,1,0,4.0,2.0,3.0,4,3,medium
3447,No,Sales,2,Research Scientist,26950,14,2,2,3.0,3.0,3.0,1,3,low
3448,No,Research & Development,1,Sales Executive,118780,13,8,7,2.0,3.0,2.0,3,3,high
3449,No,Research & Development,1,Laboratory Technician,170680,23,4,0,4.0,2.0,2.0,3,4,high
3450,No,Human Resources,5,Sales Executive,24550,15,7,7,3.0,1.0,2.0,3,3,low
3451,No,Research & Development,2,Laboratory Technician,139640,11,5,1,1.0,3.0,3.0,2,3,high
3452,No,Research & Development,3,Research Scientist,49410,13,2,2,4.0,4.0,3.0,2,3,low
3453,No,Research & Development,2,Manufacturing Director,24780,11,9,7,3.0,3.0,3.0,3,3,low
3454,No,Research & Development,2,Manufacturing Director,52280,11,5,0,1.0,3.0,3.0,3,3,medium
3455,No,Research & Development,2,Human Resources,44780,18,14,7,4.0,4.0,2.0,3,3,low
3456,No,Research & Development,2,Manager,75470,16,9,6,3.0,1.0,4.0,2,3,medium
3457,No,Sales,3,Research Scientist,50550,22,1,0,3.0,4.0,3.0,2,4,medium
3458,Yes,Sales,3,Sales Executive,34640,20,2,0,4.0,4.0,3.0,2,4,low
3459,Yes,Research & Development,1,Manager,57750,18,1,1,3.0,1.0,2.0,3,3,medium
3460,No,Sales,3,Healthcare Representative,89430,12,16,1,4.0,1.0,3.0,3,3,medium
3461,Yes,Sales,2,Research Scientist,192720,20,10,2,1.0,3.0,4.0,3,4,high
3462,Yes,Research & Development,4,Laboratory Technician,52380,17,10,1,2.0,1.0,2.0,2,3,medium
3463,No,Research & Development,2,Sales Executive,46820,11,5,1,1.0,1.0,3.0,1,3,low
3464,No,Research & Development,1,Sales Executive,183000,14,6,0,3.0,1.0,2.0,3,3,high
3465,No,Sales,1,Research Director,52570,14,10,0,2.0,3.0,3.0,4,3,medium
3466,No,Research & Development,1,Sales Executive,63490,11,19,1,3.0,3.0,2.0,3,3,medium
3467,No,Sales,1,Sales Executive,48690,12,11,11,1.0,4.0,3.0,3,3,low
3468,No,Sales,2,Laboratory Technician,99850,14,3,1,1.0,3.0,3.0,2,3,medium
3469,No,Research & Development,3,Laboratory Technician,36970,13,3,1,4.0,2.0,3.0,3,3,low
3470,No,Research & Development,2,Healthcare Representative,74570,11,8,1,3.0,3.0,4.0,4,3,medium
3471,Yes,Research & Development,2,Sales Executive,21190,15,20,3,2.0,1.0,3.0,3,3,low
3472,No,Sales,4,Sales Executive,39830,12,3,1,4.0,4.0,3.0,3,3,low
3473,Yes,Sales,3,Sales Representative,61180,21,8,4,4.0,1.0,3.0,2,4,medium
3474,Yes,Research & Development,1,Sales Executive,62140,19,13,3,1.0,3.0,3.0,3,3,medium
3475,No,Human Resources,2,Research Scientist,63470,15,4,2,1.0,3.0,2.0,3,3,medium
3476,No,Sales,1,Research Scientist,115100,14,6,0,1.0,4.0,2.0,3,3,high
3477,No,Research & Development,4,Sales Executive,71430,21,1,0,4.0,4.0,3.0,2,4,medium
3478,Yes,Human Resources,2,Research Scientist,82680,12,7,5,4.0,4.0,4.0,2,3,medium
3479,Yes,Sales,2,Sales Executive,80950,15,1,0,1.0,3.0,2.0,4,3,medium
3480,Yes,Research & Development,4,Manufacturing Director,29040,13,2,2,1.0,2.0,3.0,3,3,low
3481,No,Research & Development,4,Research Scientist,60320,14,22,13,4.0,1.0,3.0,2,3,medium
3482,Yes,Research & Development,2,Manager,29760,14,1,0,1.0,2.0,3.0,3,3,low
3483,Yes,Research & Development,2,Research Scientist,159920,14,0,0,4.0,3.0,3.0,3,3,high
3484,No,Sales,2,Research Scientist,46490,12,3,0,4.0,2.0,3.0,2,3,low
3485,No,Sales,2,Research Director,26960,23,0,0,3.0,4.0,3.0,3,4,low
3486,No,Sales,2,Sales Executive,23700,11,5,2,1.0,4.0,2.0,3,3,low
3487,No,Research & Development,2,Human Resources,125040,12,15,4,2.0,3.0,3.0,3,3,high
3488,No,Sales,1,Sales Executive,59740,18,8,4,2.0,2.0,3.0,3,3,medium
3489,No,Research & Development,1,Research Scientist,47360,11,8,2,3.0,3.0,3.0,2,3,low
3490,No,Research & Development,4,Research Scientist,52960,14,7,1,3.0,4.0,3.0,4,3,medium
3491,No,Human Resources,4,Laboratory Technician,67810,15,9,1,4.0,2.0,2.0,3,3,medium
3492,No,Research & Development,3,Sales Executive,21740,11,12,4,1.0,3.0,3.0,3,3,low
3493,No,Research & Development,1,Sales Executive,66530,20,1,0,4.0,2.0,3.0,3,4,medium
3494,No,Research & Development,2,Laboratory Technician,96990,19,8,0,3.0,1.0,3.0,3,3,medium
3495,Yes,Sales,2,Healthcare Representative,67550,14,18,11,1.0,4.0,3.0,3,3,medium
3496,No,Research & Development,1,Healthcare Representative,22130,17,20,4,3.0,3.0,4.0,3,3,low
3497,No,Research & Development,1,Research Scientist,26100,11,2,2,4.0,2.0,4.0,2,3,low
3498,No,Research & Development,1,Laboratory Technician,28510,15,5,0,3.0,2.0,2.0,3,3,low
3499,No,Research & Development,3,Sales Representative,34520,13,11,0,1.0,4.0,3.0,4,3,low
3500,No,Research & Development,1,Sales Executive,52580,14,2,2,3.0,4.0,3.0,3,3,medium
3501,No,Sales,1,Sales Executive,93550,11,5,0,1.0,2.0,1.0,3,3,medium
3502,No,Research & Development,1,Manufacturing Director,104960,13,5,0,4.0,4.0,3.0,3,3,high
3503,No,Sales,1,Sales Executive,63800,23,9,2,4.0,2.0,3.0,2,4,medium
3504,No,Sales,2,Sales Executive,26570,13,3,0,4.0,3.0,2.0,2,3,low
3505,No,Research & Development,3,Research Scientist,27160,18,7,1,4.0,2.0,2.0,1,3,low
3506,No,Sales,1,Healthcare Representative,22010,12,1,0,2.0,4.0,3.0,4,3,low
